review_number,review
719,I had my bday brunch here.  The decor was a classic/ trendy tavern.  Everyone's dish was impressively presented.  I ordered the Lump Crab salad sandwich which was so good!! But the mussels are highly recommended.I'll come back again!!!
720,"4.2 stars.If you're going to come here, be sure to get a seat outside (if it's nice outside) or a seat by the window. You'll have a good view of the Bellagio fountain. Also, if you're at a good table, you'll have a good place to people-watch because the restaurant itself is on a prime location on the Vegas strip. If this place is expensive to you, then it's probably because of the location of the restaurant.As far as food, all I got was the Onion Soup and the Escargot. The Onion Soup was good but I've had better Escargot. The free bread they provide was also pretty tasty.Overall, my experience here was good and I'd come back, especially since it's a central location on a strip and the food is good.Lastly, our server was kind of creepy."
721,"I was in Las Vegas for a convention and staying at the Aria. After days of hotel food compliments of our hosts, I was really craving something spectacular. The reviews sounded promising, so we decided to give it a try. The ambiance and view were great - right across from the Bellagio fountains. We got to see the water show every 15 minutes which was fun. It was freezing out but the heat lamps kept us warm enough. Service there is top notch and we loved our waiter.As for food, we ordered two bowls of the french onion soup. I thought it was okay but I've had better. I liked that they used gruyere cheese but I thought that there was just way too much cheese and that the soup was a bit salty for my taste. As an appetizer we ordered the Chicken Pate. This by far was my favorite for the night. The little pickles and bread they served with the Pate complimented it just perfectly. For the entree, I had the filet mignon which was tender and flavorful but not the best filet I've had. The sauce was pretty good and I enjoyed myself. Top this off with a glass of Merlot and good company - recipe for a wonderful evening. I would definitely bring some friends back here for dinner again. I'll have to try other items on their menu but I'm definitely ordering the Pate again!"
722,"One of the best places to eat in Las Vegas, Mon Ami Gabi is the perfect restaurant whether its only you and your significant other, or a group of 8! I came here with a group of friends for my boyfriend's 30th birthday. We had made reservations ahead of time through their website and noted that we were celebrating his birthday and requested a table near the windows so that we would have a view of the Bellagio fountains.When we got to the restaurant, we were seated immediately and got a wonderful table inside by the window and the view was amazing! On a side note, if the weather permits it, it is definitely worth it to wait for a table on the outside patio. The restaurant does NOT reserve these outdoor tables, so it is on a first-come-first-serve basis. But you can still request a table inside with a view.Fresh french bread was brought with some creamed butter and a little bit of something that resembled a reddish pink coleslaw, but it was so tasty with the bread! I ordered a caraffe of the Frangria (so delicious) and a bottle of Perrier water for the table, and my boyfriend ordered a separate glass of wine. For appetizers, my boyfriend and I shared a shrimp cocktail. Our friends ordered a Caesar salad and a French onion soup that had the cheesiest layer of cheese baked right on top!I ordered the steak classique rare. My boyfriend ordered the sea scallops, and our other friend ordered the beef bourguignon. One thing I noticed when they served the beef bourguignon was that the server kept the noodles and beef stew separate and spooned the stew on top of the noodles at our table. It looked and tasted so rich and beefy and stewy! Everything looked fantastic! I have to admit that my steak was a little hard to cut and was chewy, but it was because I had ordered it rarer than usual. The finely cut pommes frites were also a perfect addition to my steak. At the end of it all, we decided to get dessert at another place just to explore more sweet options, but the waitress brought us a complimentary profiterole, a pastry that was filled with ice cream  and topped with a candle for my boyfriend! Next time I am definitely staying after dinner for an artisan cheese platter or a crème brûléeMon Ami Gabi's prices were another big reason I chose to celebrate my boyfriend's birthday there. The prices are very fair for the quality of food, service, and experience you get and also low enough to not break the bank or feel guilty that one of your friends could only afford a glass of water. I will definitely be returning to Mon Ami Gabi to celebrate my birthday!Although the service was awesome, the view was phenomenal, and the food tasted great, we still had one gripe: being a very classic French bistro, there simply was not enough food on the plates for both my very American boyfriend and his friend. They ended up leaving and buying a hamburger right after dinner haha! So I recommend Mon Ami Gabi if you and your date aren't too hungry, or with a group of girls. But if you're not into French restaurants with relatively smaller portions, head for the Bellagio Buffet across the street. : )"
723,"Great location, classic decor, fair prices and large portions! Had the strawberry skinny pancake aka French crepe and it was delicious and very filling. With unlimited coffee, a glass of milk, tip & tax the total came out to $20 not bad at all! Service was great & waiter even took back a crepe my friend ordered after it had arrived & he noticed it was too much food to go along with his egg combo."
724,"This restaurant is wonderful!  I had the Lemon Chicken Paillard and it was delicious.  The atmosphere was romantic, the staff was friendly and attentive.  Everything was superb."
725,"Holy Chicken liver MOUSSE!If you like liver, try it! order order order! It was mild, buttery and if you are anemic like me, this is the dish that will get your iron going! IT WAS SOOO GOOD! It was served with buttery toasts, mini pickles and cocktail onions with a touch of liver horseradish type of sauce. It was so perfect! I asked for some more toasts later on and packed it up to-go, which i later enjoyed eating on the way back home to the OC ^_^I had a seafood crepe and wow! the scallops couldn't be bigger or tastier. Jumbo shrimp!My bf had the jumbo crab cake and damn was it JUMBO! it was filled with crab.J'adore 'Mon Ami Gabi'!"
726,"Breakfast at Mon Ami Gabi. The food here is reasonably priced which was a nice surprise. Skinny Pancake - Lemon: I was pleasantly surprised by this dish. The French don't make pancakes. They make crepes! The ""pancake"" is a few layers of crepe with caramelized lemon sugar, powdered sugar and fresh strawberries on top. It also comes with whipped cream and strawberry sauce.I was not overwhelmed with my meal but it's a lovely breakfast place with a nice view of the strip. I'd come back for another brunch."
727,"Brunch here is pretty good.  The weather was gorgeous and we got seated in the ""indoor patio"" area, where we're indoors but have wonderful views of the strip and the Bellagio watershow (my favorite!).  Yayyyyy!  I wanted to be healthy and recover from the night before so I went for the Butter Lettuce and Honey Crisp Apple Salad.  I saw people from two other tables order it around us and figured it would be good.  It was actually pretty good.  The aged goat cheese was the perfect compliment to the beets and light dressing on the lettuce.  Although the serving was on the smaller side, I was still full with that and the bread.  We shared pitchers of the sangria, which was pretty stiff, but had a lot of good fruity flavors.  The server was interesting (he pretty much shared his whole life story to us in 3 minutes), but it definitely didn't bother us."
728,"Great Service, food and view. We loved it fro breakfast!"
729,"The greatest thing that this restaurant offers is an outdoor patio directly across from the fountains of Belaggio. That is it. The service was poor, aka, non existent. I ordered a Tom Collins to drink, and it was garnished with a cherry, slice of lime, and piece of hair. Lovely. Then came my chicken club. I had asked my server what the sandwich consisted of, and he was not too sure what came on it. Sadly, not much. Toasted bread, as little chicken as possible, and a couple pieces of bacon and a leaf or two of lettuce. Oh, and no mayonnaise on it. This thing was dry as the desert itself. And the 'pom frites' may as well be called potato chip crumbs. Yuck. I usually like to gives a restaurant I didn't enjoy another chance to redeem itself, but I will not be doing that with this place. Eat at Earl of Sandwich instead."
730,"The $$ (it's $$$) is completely inaccurate and whoever voted for that was either ordering a sandwich and/or too wasted to realize what they were paying.That being said, I did enjoy my visit here, although not what I expected, price aside. The place was dimly lit, nice on a date, not so nice if you'd like to do some work or read (I read the reviews saying casual). I started with a mixed green salad which came with a nice light vinaigrette but the greens could have been cut down to a bite size so I didn't have to feel like a rabbit. For my entree, I had the special for the night which was a half roast duck in sweet sauce.  The hint of licorice was a nice touch and added some kick to an otherwise standard dish. However, the half duck was just that, and you will need experience as a butcher to cut through it in a non-insane way.The server was polite despite my odd appearance, trying to catch up on some reading in a dimly lit restaurant. There was the added bonus of having a magical experience with the Bellagio water show out the window. I can recall a local telling me, ""yeah, we got culture, the Bellagio water show"" - ehhh, maybe not so much...but cute anyhow."
731,"This is a must visit for my friends & family every time we're in Vegas.  We absolutely adore this place!!!!  Such great price for the quality of food and it's consistently phenomenal.First of all, let me start by saying the bread is to DIE FOR!!!!  We go through at least 4 rolls.  Order the chicken liver mousse and eat it w/ the bread, I promise you won't regret it!  The quiche is the go-to fave for me.  Frangria's worth trying especially if you're doing an early brunch.  Chicken broccoli crepe is good also.  The tuna special open face sandwich was delish as well.  Service is always pleasant and food always comes out quickly.  Again the bread is key!If you're looking for somewhere to eat on the strip, don't hesitate and come to Mon Ami Gabi, it's totally worth it!!!!"
732,"Great restaurant!  Given the outdoor seating with a view of the Bellagio fountains and the Eiffel Tower, this place is a great after dark spot to hit during the summer.  I've had several entrees and desserts on the menu, and each item was amazing.  It's a little spendy, which is to be expected for any restaurant on the strip, but if you can manage to get an outdoor seat it's well worth it.  The seating is elevated from the strip, so it isn't like you have people walking by and sticking their heads in to have a look at your meal.  I would highly recommend this spot to anyone looking for a nice and memorable meal on the Strip."
733,"I have been wanting to eat at MAG rest ever since I drove by it back in the days, finally we decide to eat here for Valentine's weekend since we were in town. We are seated in the Pavilion which was really nice and fun (very romantic too), reminds me of Dubai restaurants. I ordered the french onion soup which I am dying to try; it was very good, but I honestly don't think it was the best I have had, maybe it was my cup, but there was really a lot of cheese, I mean do not get me wrong, I LOVE CHEESE, but there was almost more cheese than onion broth!!!! I swear I could feel my thighs expand with each spoon of cheesy soup!!! For lunch entree I had the Warm chicken & Bree sandwich which was OK!! nothing out of the ordinary. My husband ordered the cream of mushroom (i think thats the name) which was delicious. And for lunch he had the Quiche Lorraine which was really really really buttery. My husband is not a difficult man to please when it comes to food. He never leaves a plate with food on it.  Today was the first time seeing him barely touch his plate! I am not sure if it was the eggs or the butter or the crust being even triple buttered as well, it just was not good! You can say that I am a harsh critic, but my God my husband didn't finish it!!! I could not even swallow the bite I tried!!!! I had high hopes after reading all the yelp reviews! I wish it was better, maybe the steak would have been a safer order which was his original thought but poor thing he figured he would try something different!!! LOVE THE BREAD STICK though and the atmosphere."
734,"LOVE LOVE LOVE this place!  Their steak classique and frites are so tasty.  Still, my personal favorite is their creme brulee.  It never disappoints.  It's great that you can sit outside because you get a nice view of the strip, but they need to expand it.  Every time I go there, there is a really long wait to eat outside, but the interior decor is very classy and the servers are pleasant, so try it!"
735,"This had to be one of the highlights of our trip. We decided to spend our first morning in Vegas enjoying an amazing breakfast, and we found it. My girlfriend ordered 3 sunnyside eggs and bacon and a fruit salad, I ordered the Eggs Benedict special. It was so good it was actually ridiculous. They had it for us in just minutes and only $10 a plate! The best part was sitting out on the patio infront of the Eiffel tower on a nice sunny morning. If you're going to Vegas, come here for breakfast! Just do it!"
736,"My Friend Gabi certainly doesn't NEED another 5 star review, but she's gonna get one... NOW!We ate here twice during our stay at the Paris and both times were fantastic! Once for dinner and once for brunch.The roquefort steak and frites were amazing! The steak wasn't what I expected. It was really flat and about a foot long and 8 inches wide! But It was cooked and seasoned to perfection and I ate every last bite. I even ate every single meat-juice-soaked frite! Yah, I was stuffed to the point of being sick, but I ran 4 miles earlier in the day, so get off my case about it!!The eggs benedict dish was out of this world. Super rich and creamy, with the perfect amount of tang. I poured the entirety of one of those little tiny Tabasco bottles over the meal and it became the world's perfect hangover cure!The service was slow at times, but not enough to diminish our experience by even a half-star. Merci Beaucoups Gabi!!"
737,"This is one of my favorite breakfast spots in Vegas. Everything is good, but I especially love the French onion soup, mushroom and Brie omelette, and the bacon and chocolate waffles. The service is wonderful and the price is decent. Mon Ami Gabi, Je t'aime *muah muah*"
738,"Nice to eat out in the warm weather. Been to Vegas many many times and I've never stopped here but its always crowded. One of our friends ate here on their recent trips and said they enjoyed it a lot. Glad I came here on a recent trip I took! The wait was not long at all, they said 15-20 min est, but it was more like 10min and that went the same for the people ahead of us. The service was awesome, or server was a guy and he offered us clubbing info too, who to talk to if we needed a hook to get in the clubs etc. AWESOME!! We ordered the scallop appetizer, steak fritte, and bake cheese. Scallop appetizer come in quantity of three, and is covered with cheese and grilled onion. This dish was good, but i was just sick of cheese and grilled onion by the time I got to it. I was expecting more scallops but its ok, it's Vegas, you get what you paid for. The bake cheese was extremely to die for. It was covered in this red tomato soup sauce. I would just come back for this dish alone. Steak Fritte. Steak was extremely tender and yummy! It also comes with a generous size portion of grilled onions. Will come back again the next time I'm in vegas!"
739,"Cute little French Bistro! It's the perfect place to sit outside in warm weather as well.It was pretty busy when I went, so I'm not sure if that kind of attributed to the less than impeccable service (Hey, i get it. People get tired and overwhelmed so they only lost one star for this.) The other star is for the location. It's conveniently located on the strip and right across from the Bellagio and the water fountain, but at the time there was construction going on and the people that were walking by were the obnoxious drunks/people recovering from the night before.But we didn't let that ruin our lunch, we took in the Bellagio Fountain shows that would come on ever 15-30 minutes and ate our Grilled Salmon and Spinach Salad, and Mon Ami Caesar Salads and basked in the warm Las Vegas weather.Ultimately, it was pretty good.Seeing as how we only ordered salads, I can't exactly give them major kudos on their food but the combination of ingredients in the salad were pretty good, and the spinach/lettuce leaves were very fresh."
740,"So it was my birthday...........We were seated outside the weather was so comfortable. I had filet with merlot sauce, crusty bread, red wine....... AMAZING!!!! (everyone had something different, All delicious)Then,  the water show from the beligio came on..................the sound of ""Frank"" singing to me.What an amazing surprise.  It was a dining experience I will never forget."
741,"We visited Mon Ami Gabi on a weeknight after making reservations online. We were sat right away. After our server introduced himself we ordered wine...or tried to. My wife wanted a sauvengion blanc, but he said they were out for the evening. She asked what relatively sweet wine they had and he said ""none"" and then brought her a sample of Riesling, which was described on the wine list as ""very dry."" Don't get me wrong, the service wasn't bad, he just seemed to have a bit of French ""snottiness"" to him, which made the experience a little awkward.He recommended the specials of the evening, one of which was a bacon-wrapped pork tenderloin with potatoes. I took his suggestion and my wife ordered the salmon. Both were very good and we had a wonderful meal overall and would go back if/when we return to Vegas. With wine, entrees, tax and tip the meal came to about $80"
742,Great breakfast menu and view of the strip.  We did not get to sit outside but close enough.  I wasn't feeling well so I only ordered coffee and the crossiant sandwich.  The coffee was not very good considering it was French.  Very watered down.
743,Our party of 4 enjoyed a very nice table with Sean as our waiter. The warm olives and potato chips were excellent appetizers. I enjoyed my recommended filet mignon au poivre. Two others enjoyed the bolognaise. Overall a good choice for dinner.
744,"The food is solid french bistro faire, but the view of the Bellagio fountains, the restaurant decor, exceptional service, and decent prices are what really make this place.  Loved the baked cheese app, the bread pudding dessert and our attentive and friendly server."
745,"Very chic. Although, the menu items doesnt SCREAM French cuisine. Most foods looks like you can get at any American place.The food is awesome though. One of the few places I actually come out satisfied. I ordered the Smoked salmon platter. I enjoyed it. I enjoy simple foods. My plate had shreds of salmon, a pile of capers (I LOVE CAPERS) and a gallop of cream cheese. You also had a choice of an everything or plain bagel. I put everything together and it was simply delish.Service is super proper, like they were brainwashed. Not at all casual. Not that it hurts the business but it looks like they need to relax. Pricing is alright. My uncle and I sat outside during high noon and the sun was just right on top of us. I didnt mind, I had sunglasses but I DO absolutely love the view of the Bellagio and caught one of their water fountain shows."
746,Yum! I went for brunch and had the butternut squash and leek quiche and shared a fruit platter with my friends. Both were awesome!
747,"I hate writing reviews about Strip restaurants because I'm just 1 out of a 1000 reviews. But I felt strongly enough about my last visit to waste some time venting here. 7:30am on a brisk Saturday morning, I found myself crossing town on the way home from a night of a carousing. As I've been known to do on such nights, I decided it would be a fine time to indulge in a nice breakfast. Being that the weather was particularly tolerable for February, I decided to bask in it & dine on the patio at Mon Ami Gabi. I've enjoyed my similar visits in the past. Sure, the food isn't as good as Bouchon, but while it's not cheap, it's not quite as expensive, and the smoking-friendly patio has been enough to make up for any culinary shortcomings. So what happens when you disturb that equation? As it turns out, those pluses aren't strong enough to carry the place.There were two things in particular that chapped my ass. Firstly, there was the construction team out working or surveying or whatever on the patio. I got there pretty close to opening, and hey, the works gotta get done sometime. But the incessant pacing back & forth, discussion, and ladder-arranging turned out to be disturbing enough to aggravate my otherwise saintly patience. Being that I'm such a nice guy, by the time I'd had enough the place started filling up, so the construction team was forced out by necessity, so I never had to speak up. I was distracted enough by everything that I didn't notice how filthy my water glass was. I'm not the kind of guy to bitch about things like that, but it was bad enough that I didn't feel out of place for asking for another glass. I explained what happened to the waiter, and he quickly replaced my glass. I continued on with my meal, and as I was done I picked up my water to find that the new one was just as bad as the first. Now, you would think that when someone - right or wrong - brings up a complaint like that the staff would spend the extra 30 seconds it would take to find the shiniest glass in the rack. Not at Mon Ami Gabi! By this point I was done eating, so I decided to just mention it to the waitress when she asked how everything was. Well, that opportunity never presented itself (which is a problem unto itself in my opinion). Am I nitpicking? Maybe. But Mon Ami Gabi is by no means cheap, and their food is not so spectacular that it makes up for everything else. And sure, breakfast is considered a ""lesser"" meal at places like this, but that doesn't mean they get a pass on anything that happens before noon. A year ago this would've given them a 4 star review. Maybe I'll try again and see if I caught them on an off day."
748,"We were in Vegas this past Presidents Day weekend and ate here for breakfast.  It was good, not great.  Our chocolate croissant tasted like it was been reheated from a very average bakery, there was nothing flaky or buttery about it like a delicious French pastry should be.  My husband had the crouque madame which was really good and I had the lemon skinny pancake.  At first it was good, but then started to become a little dense and doughy.  Also, the service was just ok.  I told my server I did not want the whip cream with my pancake, not b/c of calories, just because I don't like whip cream that much, fresh or otherwise.  He insisted that I have it because I ""haven't tried theirs"".  Um, ok I have eaten at some of the best restaurants in the country and I'm pretty sure I have tasted great whip cream.  It came, I tasted some with my fork (average) and then when he came by at the end of our meal, he insisted that I I had not tasted any and preceded to inspect my cream!  It was just really annoying.  Anyway, breakfast here is pretty good, but not going out of your way for."
749,"I have come to the conclusion that not one single restaurant in Paris Hotel Casino Resort is edible.  Not the cafe(s), nor the buffet, and now add Mon Ami Gabi to the list.  I've been staying at this hotel/casino for 5 days (Thanks for the Comp Red Room, Paris!).  Our last night here so I thought I'd give this place a try.  I was hugely disappointed at my meal.  We were seated in the 'Atrium Room' with direct view of Bellagio Fountain.  Yes, it was nice but I came here for the food.  There is a door opened out to the outdoor seating area and the constant chill wind which cools the food very fast was not 'cool'.  The Jumbo Lump Crab Cake (celery root remoulade, gribiche sauce) was really average.  I'm glad it was grilled and not deep fried. The Butter Lettuce & Honey Apple Crisp Salad (roasted beets, aged goat cheese, apple cider vinaigrette)  was also forgettable.  I could barely taste the dressing.  The Roast Chicken & Frites ( all-natural roasted half chicken, mushrooms, bacon, pearl onions) - oh pleeeaaasssee!  Costco's Rotisserie chicken had more flavor than this.  It was dry and tasteless!The Filet Mignon (merlot butter, red wine reduction) which is their signature dish and you would think it should stand out!  First of all, I ordered it medium and it came as medium rare.  The sauce was supposed to be merlot butter but it was so bland that I had to add quite a bit of salt and pepper to flavor it.  But after about 3 bites, I had to trade it with my fiance for his Roast Chicken which was even worse!  And those FRITES, what the hell were those?  String potato chips?  You could have served it with FRENCH fries and that would have been better.  Service was friendly but I wouldn't say it was attentive.  The waiter was more interested in talking to his fellow servers than to his guests.  It's food like this that reminds me of why I don't care for French restaurants!"
750,"What I Ordered: It was lunch, but I was feeling like eating brunch food so I ordered the Seafood Crepes. It consisted of a crepe with large, grilled shrimp and scallops with a cream sauce. The crepe contained peas and a cream filling. The dish was topped off with fresh raw spinach. What I Thought: The crepe was light and tasted great with the peas and cream sauce. The shrimp was seasoned well and tasted good, but a little overcooked. The scallops were my favorite part. It was cooked perfectly, seasoned well, and had a nice crust on it. Overall: I thought the dish was good, but seemed to lack that oomph. Really this dish should be 3.5 stars if Yelp would let me. The restaurant itself is situated in a cool spot overlooking the strip across from the Bellagio Fountains."
751,"Note: Get a Mojito Maison that will butter you up in true French fashion with St. Germain, 10 Cane rum, and champagne because......it's either a hit or miss here.  I've been to Mon Ami a few times, and have had a range of experiences, anything ranging from 1 star to 5 stars, it's probably an average of 3.5 stars.Pros: rich duck liver moose, flavorful apple tart tatin, crispy hand-cut frites, terrace strip-view dining in the spring time facing the Bellagio fountains, pavilion seating facing the Bellagio fountains, potential attentive waiter, potential sweet hostess.Cons: mediocre steak au poivre, tourist crowds, pesky pagers, small bar with none-existent standing room, poor wine choices, potential rude hostess."
752,I don't know what the appeal of this place is..it has almost 900 reviews    ( at the time of me writing this review)...and a four star rating...and it was such a disappointment. I think people that eat here mainly go to eat out on the terrace and people-watch. Sole redeeming factor- great fries.
753,"Love, love, love Mon Ami Gabi. Killer style and decor, excellent location and views. And most of all, the food. Always very good and never fails to surprise in a good way. This time we had the fish of the day, Atlantic char. Light, flavorful, balanced nicely with spinach and potatoes.  Scallop appetizer was delicious, could have had more scallops. Steak bordelaise got rave reviews. A little too much salt on the chicken paillard.  Washed it down with champagne chilled exactly right. Gabi just puts me and friends in a happy, contented state for hours. What more can you ask?"
754,"Every time I'm in Vegas I end up spending the afternoon on the patio here resolving my hangover... You can't beat the view - the Bellagio fountains are immediately across the street.   Everything I've ever eaten here has been fabulous, from the atypical fish and chips to the mussels to the croque monsieur to the french onion soup. Full bar, wine, beer, etc. Great Frangria (their version of Sangria) - buy a carafe to get a better deal... Excellent people watching on the strip. The Atrium room is also a very nice place to sit, but I'd avoid the rest of the place as it is very dark. They've just added a bunch of gas heaters on the patio, so there are no excuses not to enjoy the patio, even on the cooler nights."
755,"I forgot about this pathetic place. Maybe it's just me, maybe it was just a bad Friday night...maybe it was just a terrible suggestion. but in the end, the lesson to be learned is that no one can upsell a cheapa$$ cut of cow (ie skirt steak) to a carnivore and throw in potato leftovers ( I mean LOUSY french fries)  on the dish to make it appealing. This establishment is why I hate trying new places out.. all the hype.. ohh the food is good, it rocks, we should try it.. yah yay yah.mmbop .. whatevers! NO, don't get the SKIRT STEAK, no matter WTF they called it, it's friggin carne asada! but REAL carne asada TASTES good! / end PSA. That is all...next time it's Del Friscos d-bags... no and's if's or but's!"
756,"Beverage - cappuccino - excellentFood - quiche and ham & cheese crepe - excellent Service - okAmbiance - great inside and out. Not particularly romantic for brunch, but very French feeling. They have a bloody Mary bar where you can pick your own condiments, which is pretty unique."
757,"Went out to dinner last night around 7 pm and it was a bit crowded but they had room for 2. Bigger parties, make a reservation  or wait 45 minutes. I had the Steak Frites Classique and the meat was really good. The ""frites"" which in French means fries were actually more like fries/chips...I was looking forward to the fries I grew up eating in France (they do taste differently than McDonald's!) unfortunately they have their special fries I guess. They were good but I was expecting something else.My friend had the chicken and fries, and the chicken was good but not exceptional. I would definitely recommend getting the steak, it's their specialty I think. A bit on the pricey side, with 3 small cheeses on a plate for $15.00! And the cocktail/ drink are on average $15.00 too so if you can wait..dine here but drink somewhere else. Service was great, they check on you but not too much that you want to tell your waiter ' here's $5.00 if you leave me alone for the rest of my dinner!'. But overall despite the prices the food overall was definitely a 4, the service was a 5 and the atmosphere was also a 5. No music too loud etc..good setting and if you eat on the terrace you have a view on the Bellagio Fountain."
758,"The food was delicious, prepared to perfection.  But the service, there were stretches of time when I was quite certain that our waiter had completely forgotten about us. The couple seated next to us came in well after us, but they were served their entre' before we even received our appetizers.  Kudos to the chefs but management either needs to hire more wait staff or cut back on the seating."
759,I reserved a long time in advance for a friend's birthday.  We requested a table in a quiet section and this wish was granted.  The service was ok.  The decor is nice.  It is a bit loud and crowded.  The food was ordinary.  I was expecting better.
760,"This restaurant is, THE PLACE, to bring people if your in need of a great strip restaurant with a view!  Perfect to take friends or family when they come to visit you in Vegas.The food is great & the atmosphere is incredible...  The prices are extremely  moderate for the value & all of the food is very well prepared, escargot were delicious as was my favorite steak & fries with blue cheese sauce, fantastic!  I recently took family from Maryland there for lunch & was extremely well taken care of by the staff & especially the manager Ryan. He gave us premier seating on the patio area outside & the view of the fountains across the street was perfect. Thanks Ryan!!!My family is still talking about how good the food was & such a great time they had... Kudos to the Mgmt & The Staff!Will be sure to visit again very soon..."
761,"I wish I could give it more stars! This is easily my most favorite restaurant in the world. I go to Las Vegas at least once a year and have eaten at Mon Ami Gabi many times for breakfast, lunch and dinner and have always, always, always had superior food. If possible, I like to sit outside, where the Bellagio fountains and the people watching put on a show that's tough to beat. Nevertheless, it's the food that keeps me coming back. Makes me want to hop on a plane right now!!"
762,"Great Sunday morning breakfast. We normally like going to the Paris buffet but with the cost for sunday brunch around $30 now we thought our money was better spent on smaller cheaper dishes. We got there around 9:30ish and got seated outside right away. Not 10 minutes later there was a line waiting for tables outside.We shared the cornbeef hash with poached eggs, which was very good, but having it served in a bowl-ish pooled up the oil in the dish. The wife got the bacon/chocolate waffles which is by far more tasty than a crepe. Served with syrup, fresh whip cream, and chocolate sauce.All very tasty and all for around 1 entrance into the buffet."
763,"Came here on a weekday night for dinner and it wasn't busy at all. It was pretty chilly so we chose to sit inside, window-side so we could still get a good view of the Bellagio fountain. Sadly the only view we had was of the street performer outside. You know, those creepy statue men that come to life??All the candles around the restaurant gives it a very romantic vibe. I felt out of place because everyone around us were, well, senior citizen status hahaha. We ordered soups to start. I got the ONION SOUP, which is like WOW MORE PLEASE!! Best french onion soup I've ever had in my life!! The portion was pretty generous, and it was half cheese (YAY CHEESE! =] ). Perfect flavor, perfect proportions of broth, onion, bread, and cheese. I could've had 10 of these! Bf ordered the SOUP DU JOUR, which was some sort of creamy bisque type thing, maybe potato? His soup was good too, and he actually liked it more than mine. If this was a soup review, I'd give it 5 stars hands down!!For entrees, we both got steak-frites. They were not satisfying at all. The steak was very thin and flat; we're not really fans of flat iron steaks. And they were cooked a little more than the medium-rare we ordered. I got the STEAK ROQUEFORT, which comes with a blue cheese sauce and fries. He got the STEAK BORDELAISE with its carmelized onions and red wine sauce. I preferred the onions and his sauce more than the blue cheese. The frites super thin, like onion straws. There was no potato substance at all, it tasted like pieces of fried..nothing? Sad.Later that night, we had a 5 dollar steak which we enjoyed more than the 25 dollar steaks at Mon Ami Gabi."
764,"I made reservations here and we were seated immediately upon arrival. They greeted us and sat us on the outdoor seating where you can see the Bellagio's fountain water show.The service was excellent and the server knew his menu very well, including the specials. I ordered the sweet potato soup and the croquet madam. French food, and the aura, very french! haha.Nonetheless, I recommend everyone coming here for Brunch. Their salads too, are to die for!!"
765,"After checking in at Paris we wandered down to Mon Ami Gabi which came recommended by a co-worker. It was only in the 40s so we wisely chose inside seating with a view of the Bellagio fountains. After looking at the first wine list that I'd seen with Cali Wines more expensive than French ones, we settled in with a nice red Bordeaux.Our appetizers included escargot which was a bit heavy on the parsley and WA State Oysters which had a much different, not bad, flavor profile then the Atlantic oysters I enjoy back home. Our steaks were very tender and cooked perfectly medium rare. We were running late for a show so our server offered coffee in a to go cup.The service was attentive, but not overbearing, the food good and the prices not bad for an on-strip restaurant."
766,"My wife wanted Paris, I wanted brunch, so we settled for Mon Ami Gabi, in the Paris Hotel in Las Vegas.  With a little bit of patients (about 20 minutes for a patio table), we where able to have a lovely brunch overlooking the fountain show at the Bellagio.  I truly feel that the setting made the food a bit better then it really was. it is more like a 3.5 star review but WTF"
767,"Not too pricey (for vegas) and great food. Very touristy, but hey what places aren't in Vegas? I had the delicious trout and caesar salad. good wine selection too."
768,"I ate the quiche, potato soup, steak, and burger, and their famous frittes however you spell it.  Everything was alright.  The frittes fries were ok.  They were pretty greasy/oily and crunchy.  It felt like we got the bottom on the fried stacked.  We had an order of it in our meal along with a side, this is why I tasted a difference; not cool.  Our waiter sucked.  He brought us an extra side of ketchup per my friend's request.  I didn't know she already asked him that so I told the waiter to bring 3 more or to bring a bottle.  He said they don't have bottles and laughed.  I wasn't kidding because I love ketchup.  He said he'd bring it but never did.  Then I asked this other worker to bring it.  He was the guy who filled our water cups.  He said he'd bring it, but never did.  Finally I saw another waiter and asked him and he brought one..booo.The place is alright..."
769,"Good food, great service, fun atmosphere. The mussels melt in your mouth. Order extra bread to soak up the delicious wine sauce!  On the specials menu, the Alaskan char was described as somewhere between salmon and trout. Luckily I love both.  It had the flavor of a mild lean salmon filet but the texture of buttery trout.  Served over a potato leek puree, it was delightful.  The portion was enough for two people, but I managed to finish it all.  The garlic spinach was nothing to write home (or here) about.  Sadly, no room for dessert.  The waiter had perfect timing, and was unhurried, friendly, gracious, and helpful.Sitting on the patio, the fountains across the street provided spectacular visuals.  In between the choreographed water art, people-watching took center stage.My only criticism was the hostesses were a little snotty and the bar service was a bit disorganized.  Arrived about 15 minutes late and they acted very irritated and wouldn't promise seating.  Waited another 15 minutes to get the bartender's attention.  Finally, the restrooms on the casino floor (there were none in the restaurant) were trashed with broken fixtures, paper and garbage everywhere, and a long line.  Regardless, I would go back in a heartbeat.Bon appetit!"
770,"As a person suffering from Celiac Disease, I was sad knowing that I would have to pass on ""french"" bread at a premiere french restaurant.  I was delighted to find out Gabi's had a special gluten free menu of dishes including fresh made gluten-free bread just for me!  The food was amazing, the server friendly and the atmosphere relaxed.  I would HIGHLY suggest getting reservations ahead of time for outside seating in the evening, so that you can watch the spectacular Orchestrated Fountain show across the street at the Bellagio throughout your meal. We will definitely return to this place everytime we go to Vegas!"
